            000            000            000            000            000  7.806143e-001  7.944888e-001  8.336996e-001  8.626004e-001  8.023791e-001  7.742292e-001  7.803905e-001  7.995277e-001  7.462906e-001  7.204123e-001  7.556481e-001  8.033316e-001  8.024815e-001  8.319170e-001  8.119395e-001  8.173739e-001  7.818398e-001  7.328181e-001  8.704516e-001            000            000            000            000            000            000            000            000            000            000            000            000
  6.620224e-001  6.796464e-001            000            000            000            000            000            000            000            000            000            000            000            000            000            000            000            000            000            000            000            000  8.036468e-001  9.614983e-001            000            000            000            000            000            000            000            000            000            000  6.853712e-001  6.650147e-001
  2.994094e-001  3.494589e-001  4.109587e-001  4.526650e-001  5.032235e-001  5.896680e-001            000            000            000            000            000            000            000            000            000            000            000            000            000            000            000            000  6.994647e-001  8.320282e-001            000            000            000            000            000            000            000            000  6.062235e-001  4.717667e-001  3.857350e-001  3.098987e-001
  2.357115e-001  2.387600e-001  2.736558e-001  3.011821e-001  3.750599e-001  4.668386e-001            000            000            000            000            000            000            000  7.956781e-001  7.239916e-001            000            000            000            000            000            000            000  6.614288e-001            000            000            000            000            000            000            000            000  6.400929e-001  4.357416e-001  3.405252e-001  2.607747e-001  2.438753e-001
  1.943980e-001  1.501371e-001  1.872334e-001  2.153537e-001  2.804681e-001  3.760036e-001  5.494218e-001            000            000            000            000            000            000  7.123693e-001  5.517204e-001  6.347680e-001            000            000            000            000  7.559179e-001  6.086578e-001  5.917762e-001            000            000            000            000            000            000            000            000  5.133311e-001  3.529261e-001  2.897485e-001  1.965212e-001  2.019811e-001
  1.298096e-001  1.345868e-001  1.491421e-001  1.912265e-001  2.694537e-001  3.004301e-001  5.049807e-001            000            000            000            000            000            000            000  5.328629e-001  5.711906e-001            000            000            000  7.688685e-001  6.291381e-001  5.816048e-001  4.771661e-001  8.742884e-001            000            000            000            000            000            000  6.177849e-001  4.379240e-001  2.763879e-001  2.111843e-001  1.833992e-001  1.474324e-001
  1.038519e-001  1.056515e-001  1.547163e-001  1.772278e-001  1.984812e-001  2.784097e-001  4.467150e-001            000            000            000            000            000  6.979008e-001  5.103564e-001  4.379839e-001  4.901225e-001  6.649187e-001  7.607917e-001            000  6.055961e-001  6.599777e-001  5.424142e-001  4.612241e-001  8.179843e-001            000            000            000            000            000            000  5.855390e-001  3.437663e-001  2.613004e-001  2.097394e-001  1.469841e-001  1.264830e-001
  1.034410e-001  1.032398e-001  1.441016e-001  1.579544e-001  1.889410e-001  2.382577e-001  4.212347e-001            000            000            000            000  7.453053e-001  5.952514e-001  4.849449e-001  4.071191e-001  4.911864e-001            000  6.428369e-001  6.084346e-001  7.199809e-001  6.957747e-001            000  5.038813e-001            000            000            000            000            000            000            000  5.122509e-001  3.324206e-001  2.269140e-001  1.992059e-001  1.329048e-001  1.065437e-001
  8.826689e-002  1.025771e-001  1.077830e-001  1.322809e-001  1.723441e-001  2.048919e-001  3.251059e-001            000            000  5.659593e-001  5.775467e-001  5.913350e-001  5.071467e-001  4.179972e-001  3.270020e-001  4.132574e-001  6.291496e-001  6.092938e-001  6.189002e-001  5.589731e-001  6.570697e-001  4.628673e-001  5.228420e-001            000            000            000            000            000            000  6.249852e-001  4.275689e-001  2.715915e-001  1.867700e-001  1.397133e-001  1.155637e-001  9.316521e-002
  9.009576e-002  7.743565e-002  1.047861e-001  1.133722e-001  1.403843e-001  1.794194e-001  2.726819e-001  4.882403e-001            000  4.233709e-001  4.617842e-001  5.102561e-001  4.894496e-001  4.156050e-001  3.476268e-001  4.178813e-001  6.452242e-001            000  7.452784e-001  5.879789e-001  5.611410e-001  4.931929e-001  5.354959e-001            000            000            000            000            000            000  5.897608e-001  3.459347e-001  2.458942e-001  1.621422e-001  1.334073e-001  9.472714e-002  9.647739e-002
