  2.907179e+010  1.583797e+010  9.078114e+009  7.757225e+009  6.806976e+009  4.745123e+009  3.074303e+009  3.346694e+009  3.767888e+009  4.704881e+009  3.139041e+009  3.497680e+009  5.909913e+009  1.186463e+010  2.772282e+010  3.285301e+010  5.445941e+010  5.132819e+010
  1.241079e+011  8.743654e+010  5.685618e+010  4.345606e+010  3.125946e+010  2.451515e+010  2.935120e+010  1.067294e+010  2.127237e+010  3.073385e+010  2.297012e+010  2.462126e+010  3.685889e+010  5.879062e+010  1.545526e+011  3.071392e+011  2.520508e+011  1.845175e+011
  2.788447e+011  1.782297e+011  7.830274e+010  6.159219e+010  3.723099e+010  2.966063e+010  3.286184e+010  5.707407e+010  1.480613e+011  1.078152e+011  5.075813e+010  5.980122e+010  6.941457e+010  3.397379e+011  2.250497e+011  4.371352e+011  4.920213e+011  4.108575e+011
  4.867068e+011  1.253620e+011  7.485028e+010  4.043527e+010  2.372229e+010  2.122118e+010  2.771462e+010  1.327056e+012  2.351110e+011  9.095488e+010  7.575844e+010  5.845356e+010  1.175738e+011  1.071569e+012  9.025490e+011  2.071143e+012  1.033107e+012  2.758907e+012
  1.613035e+011  5.668384e+010  2.147871e+010  1.673246e+010  1.885005e+010  2.016350e+010  4.233195e+010  5.207076e+011  7.768029e+010  4.316339e+010  6.473184e+010  9.735686e+010  4.695818e+011  1.584363e+012  9.557603e+011  3.023223e+012  1.003719e+012  1.751254e+011
  3.333958e+010  1.270201e+010  1.114596e+010  1.626463e+010  2.962729e+010  2.793412e+010  6.194384e+010  2.569409e+011  4.555767e+010  1.121659e+011  1.188733e+011  2.391790e+011  1.393504e+012  1.786718e+012  4.464873e+012  1.269770e+012  3.088195e+011  5.792934e+010
  1.733754e+010  7.173571e+009  5.885869e+009  1.152653e+010  3.582991e+010  4.845949e+010  4.860633e+010  3.393446e+010  3.247497e+010  1.865203e+011  2.300637e+011  4.527522e+011  1.465753e+012  4.298446e+012  2.300000e+011  2.300000e+011  2.300000e+011  2.538984e+010
  4.702143e+009  3.512054e+009  3.473976e+009  6.803965e+009  1.667969e+010  3.292111e+010  3.323424e+010  3.062221e+010  5.623377e+010  1.472797e+011  2.798823e+011  3.983225e+011  1.126398e+012  1.749856e+012  2.300000e+011  2.300000e+011  2.270092e+011  2.006776e+010
  3.415019e+009  1.580433e+009  2.913975e+009  4.856473e+009  7.453971e+009  1.093716e+010  1.483639e+010  2.179015e+010  3.466762e+010  1.128107e+011  3.055451e+011  1.619816e+011  3.468531e+011  6.167812e+011  2.300000e+011  2.300000e+011  8.810269e+010  1.470412e+010
  7.316327e+009  3.136598e+009  2.224760e+009  2.568110e+009  4.153231e+009  6.718905e+009  1.247066e+010  1.951941e+010  2.286002e+010  6.062117e+010  1.019156e+011  5.553878e+010  3.821877e+010  9.045212e+010  5.895400e+010  5.566344e+010  6.031943e+010  1.696669e+010
  2.265789e+010  1.432455e+010  6.641198e+009  2.444845e+009  3.374144e+009  6.146152e+009  1.201883e+010  1.052087e+010  9.805545e+009  3.126084e+010  1.814249e+010  1.455244e+010  4.908487e+009  5.651572e+009  1.344970e+010  1.838238e+010  1.665760e+010  2.222027e+010
  4.866341e+010  1.409904e+011  1.600642e+010  5.899391e+009  4.066249e+009  3.764978e+009  6.096605e+009  5.190416e+009  8.243742e+009  1.986322e+011  1.843686e+010  1.022815e+010  6.208169e+009  5.145842e+009  5.061624e+009  1.112827e+010  1.394220e+010  2.452188e+010
  3.198148e+010  2.300000e+011  7.481095e+010  1.082852e+010  5.342136e+009  5.121311e+009  6.009373e+009  4.925213e+009  5.993269e+009  1.329687e+011  7.243249e+010  2.377107e+010  7.478978e+009  8.420434e+009  9.780626e+009  7.967449e+009  6.349533e+009  1.136705e+010
  1.244031e+010  2.300000e+011  2.300000e+011  2.348277e+010  7.936503e+009  5.553333e+009  5.665710e+009  4.678092e+009  2.292159e+009  2.300000e+011  2.309128e+011  6.307508e+010  1.473266e+010  7.972815e+009  6.498234e+010  8.060815e+009  4.424042e+009  4.933677e+009
  7.216972e+009  5.451607e+010  1.714300e+011  6.439460e+010  1.763636e+010  9.207291e+009  6.822206e+009  5.905868e+009  4.227257e+009  5.353387e+010  2.125647e+011  1.063157e+011  4.215602e+010  1.638946e+010  2.481055e+010  2.039613e+010  9.540171e+009  5.849602e+009
  7.473610e+009  2.741324e+010  4.900671e+010  5.516326e+010  2.471483e+010  1.584544e+010  1.001806e+010  6.885754e+009  5.925558e+009  1.094091e+010  1.027716e+011  7.205203e+010  4.320998e+010  2.591298e+010  2.009510e+010  1.878735e+010  1.262514e+010  8.749595e+009
  2.126785e+009  3.724072e+009  1.127811e+010  1.475617e+010  1.025063e+010  6.739144e+009  5.065273e+009  3.534693e+009  2.784181e+009  2.770595e+009  8.846139e+009  1.349161e+010  1.067686e+010  6.517696e+009  4.776533e+009  4.890828e+009  4.070095e+009  2.665597e+009
  9.276412e+007  1.199885e+008  2.421229e+008  4.517790e+008  5.530494e+008  7.558812e+008  7.123598e+008  5.386425e+008  4.664205e+008  3.789712e+008  4.603505e+008  7.603585e+008  7.377004e+008  4.584679e+008  2.173040e+008  1.456547e+008  1.144677e+008  1.232253e+008
 
