            000            000            000            000            000  2.402626e-001  2.495511e-001  2.713566e-001  2.903223e-001  2.667967e-001  2.672006e-001  2.830819e-001  2.934066e-001  2.761038e-001  2.641673e-001  2.737148e-001  2.963541e-001  2.961808e-001  3.068898e-001  2.942380e-001  2.882050e-001  2.590337e-001  2.407314e-001  2.893949e-001            000            000            000            000            000            000            000            000            000            000            000            000
  2.438005e-001  2.453232e-001            000            000            000            000            000            000            000            000            000            000            000            000            000            000            000            000            000            000            000            000  2.754400e-001  3.291379e-001            000            000            000            000            000            000            000            000            000            000  2.504778e-001  2.462469e-001
  1.423614e-001  1.543084e-001  1.670222e-001  1.729690e-001  1.842408e-001  2.014845e-001            000            000            000            000            000            000            000            000            000            000            000            000            000            000            000            000  2.217540e-001  2.665941e-001            000            000            000            000            000            000            000            000  2.127281e-001  1.829694e-001  1.649781e-001  1.457465e-001
  1.165190e-001  1.158774e-001  1.241195e-001  1.302465e-001  1.448497e-001  1.618199e-001            000            000            000            000            000            000            000  2.466979e-001  2.240659e-001            000            000            000            000            000            000            000  2.021281e-001            000            000            000            000            000            000            000            000  2.169786e-001  1.675156e-001  1.471686e-001  1.253359e-001  1.195779e-001
  9.594701e-002  8.236614e-002  9.199737e-002  1.003191e-001  1.155393e-001  1.323580e-001  1.674969e-001            000            000            000            000            000            000  2.246376e-001  1.757685e-001  1.898817e-001            000            000            000            000  2.468070e-001  1.888455e-001  1.898087e-001            000            000            000            000            000            000            000            000  1.786990e-001  1.398437e-001  1.231852e-001  9.818587e-002  9.940495e-002
  7.379091e-002  7.480998e-002  7.824554e-002  8.915856e-002  1.088310e-001  1.123055e-001  1.557613e-001            000            000            000            000            000            000            000  1.734785e-001  1.740137e-001            000            000            000  2.576539e-001  2.212628e-001  1.946118e-001  1.657859e-001  2.641699e-001            000            000            000            000            000            000  2.003457e-001  1.614086e-001  1.165186e-001  9.932005e-002  9.204181e-002  8.037429e-002
  6.205452e-002  6.204504e-002  7.580791e-002  7.974109e-002  8.301458e-002  1.001347e-001  1.365523e-001            000            000            000            000            000  2.302213e-001  1.800316e-001  1.547951e-001  1.580993e-001  2.000599e-001  2.272973e-001            000  2.189181e-001  2.321171e-001  1.833009e-001  1.552250e-001  2.422748e-001            000            000            000            000            000            000  1.925269e-001  1.350040e-001  1.074613e-001  9.605338e-002  7.678498e-002  6.942288e-002
  6.501611e-002  6.366647e-002  7.548292e-002  7.625698e-002  8.277965e-002  9.079411e-002  1.325038e-001            000            000            000            000  2.548628e-001  2.160790e-001  1.879465e-001  1.562009e-001  1.652831e-001            000  2.012785e-001  2.126976e-001  2.569428e-001  2.482478e-001            000  1.681233e-001            000            000            000            000            000            000            000  1.790451e-001  1.353408e-001  1.036062e-001  9.549819e-002  7.377074e-002  6.613604e-002
  5.591936e-002  6.003585e-002  5.876414e-002  6.590379e-002  7.399879e-002  7.756049e-002  1.053132e-001            000            000  1.606536e-001  1.851448e-001  2.169836e-001  2.000930e-001  1.677129e-001  1.369557e-001  1.432921e-001  1.911642e-001  1.883029e-001  2.138405e-001  2.084238e-001  2.280496e-001  1.671223e-001  1.725092e-001            000            000            000            000            000            000  1.914242e-001  1.550218e-001  1.178799e-001  8.830263e-002  7.248359e-002  6.532077e-002  5.756491e-002
  5.791317e-002  5.141946e-002  6.222413e-002  6.232704e-002  7.000981e-002  7.525252e-002  9.782360e-002  1.428221e-001            000  1.338965e-001  1.604145e-001  1.985768e-001  1.983717e-001  1.732712e-001  1.423417e-001  1.441851e-001  1.941045e-001            000  2.505917e-001  2.093918e-001  1.967863e-001  1.825161e-001  1.866068e-001            000            000            000            000            000            000  1.891711e-001  1.399089e-001  1.106175e-001  7.881848e-002  7.318067e-002  5.904298e-002  6.090219e-002
  5.668545e-002  5.703998e-002  6.273729e-002  6.995872e-002  7.247822e-002  7.836409e-002  8.853517e-002  1.305082e-001            000  1.215411e-001  1.650863e-001  1.941809e-001  1.821393e-001  1.795489e-001  1.451671e-001  1.465460e-001            000            000  2.687964e-001  2.358250e-001  2.179393e-001  1.664866e-001  1.833194e-001            000            000            000            000            000            000  1.853082e-001  1.407384e-001  9.535731e-002  7.827253e-002  7.032324e-002  6.387956e-002  5.935926e-002
