  6.802635e+009  4.746495e+009  3.073631e+009  3.346415e+009  3.784867e+009  4.713595e+009  3.144237e+009  3.503156e+009  5.897288e+009  1.176778e+010  2.780395e+010  3.272941e+010  5.450730e+010  5.123306e+010  2.910237e+010  1.580276e+010  9.062525e+009  7.738799e+009
  3.181470e+010  2.499543e+010  2.937332e+010  1.069625e+010  2.132600e+010  3.075193e+010  2.296377e+010  2.462408e+010  3.693644e+010  5.881618e+010  1.574558e+011  3.057549e+011  2.522117e+011  1.854012e+011  1.242735e+011  8.759230e+010  5.683614e+010  4.348020e+010
  3.725068e+010  2.964980e+010  3.294372e+010  5.699093e+010  1.478848e+011  1.078985e+011  5.081089e+010  5.981576e+010  7.016474e+010  3.462026e+011  2.240750e+011  4.344044e+011  4.918471e+011  4.116955e+011  2.790063e+011  1.770362e+011  7.833156e+010  6.154494e+010
  2.371047e+010  2.116999e+010  2.776189e+010  1.307465e+012  2.351168e+011  9.129492e+010  7.574518e+010  5.882772e+010  1.167428e+011  1.072143e+012  9.045660e+011  2.084998e+012  1.032078e+012  2.759771e+012  4.874962e+011  1.253395e+011  7.450605e+010  4.051022e+010
  1.894375e+010  2.013336e+010  4.234151e+010  5.163976e+011  7.747643e+010  4.308180e+010  6.453739e+010  9.723894e+010  4.697624e+011  1.654275e+012  9.977170e+011  2.983609e+012  1.017898e+012  1.778160e+011  1.616485e+011  5.736171e+010  2.172690e+010  1.668987e+010
  2.959665e+010  2.798684e+010  6.216726e+010  2.364436e+011  4.564152e+010  1.124083e+011  1.191068e+011  2.376570e+011  1.202791e+012  1.735326e+012  3.800086e+012  1.267606e+012  3.178645e+011  5.853720e+010  3.354988e+010  1.269425e+010  1.112359e+010  1.611530e+010
  3.464577e+010  4.866148e+010  4.871070e+010  3.426562e+010  3.350605e+010  1.842205e+011  2.295604e+011  4.581259e+011  1.480672e+012  4.368864e+012  1.290534e+013  2.123016e+012  4.830322e+011  2.543665e+010  1.715436e+010  7.107048e+009  5.884118e+009  1.127915e+010
  1.673333e+010  3.304461e+010  3.326292e+010  3.067445e+010  5.651513e+010  1.470425e+011  2.821095e+011  3.994137e+011  1.129961e+012  1.754366e+012  1.042597e+012  7.226405e+011  2.270266e+011  2.009365e+010  4.739732e+009  3.457305e+009  3.485661e+009  6.783296e+009
  7.317563e+009  1.089109e+010  1.452832e+010  2.190490e+010  3.506386e+010  1.138080e+011  3.130087e+011  1.628160e+011  3.493797e+011  6.475129e+011  2.560806e+011  2.416081e+011  8.810940e+010  1.462222e+010  3.410610e+009  1.580388e+009  2.929934e+009  4.854356e+009
  4.128328e+009  6.743423e+009  1.273874e+010  1.973412e+010  2.322968e+010  6.006740e+010  1.022444e+011  5.551813e+010  3.833135e+010  1.070837e+011  5.879691e+010  5.428051e+010  6.067038e+010  1.696559e+010  7.392468e+009  2.794815e+009  2.223330e+009  2.549327e+009
  3.364957e+009  6.143803e+009  1.199200e+010  1.050364e+010  9.796701e+009  3.112823e+010  1.819608e+010  1.457317e+010  4.880944e+009  5.563662e+009  1.329856e+010  1.837092e+010  1.662613e+010  2.222996e+010  2.296198e+010  1.366402e+010  6.619028e+009  2.449073e+009
  4.070222e+009  3.746070e+009  6.092194e+009  5.195596e+009  8.231386e+009  1.647473e+011  1.825196e+010  1.022930e+010  6.208149e+009  5.393119e+009  4.963288e+009  1.170204e+010  1.392985e+010  2.434207e+010  4.945625e+010  1.415830e+011  1.743301e+010  5.880608e+009
  5.339276e+009  5.106271e+009  6.031157e+009  5.012421e+009  5.984045e+009  1.312035e+011  7.264997e+010  2.286997e+010  7.503617e+009  8.444088e+009  1.057014e+010  7.899779e+009  6.346091e+009  1.140932e+010  3.206708e+010  4.608509e+011  8.166892e+010  1.087768e+010
  7.839262e+009  5.625667e+009  5.627961e+009  4.680119e+009  2.284514e+009  3.360497e+011  2.304816e+011  6.307749e+010  1.480368e+010  7.836923e+009  6.491209e+010  8.057075e+009  4.447977e+009  4.915498e+009  1.231741e+010  2.622530e+011  2.597598e+011  2.338763e+010
  1.761513e+010  9.209242e+009  6.823787e+009  5.906376e+009  4.227232e+009  5.380590e+010  2.111299e+011  1.062882e+011  4.198084e+010  1.639787e+010  2.492797e+010  2.038909e+010  9.544556e+009  5.849622e+009  7.223139e+009  5.450610e+010  1.700662e+011  6.419828e+010
  2.467615e+010  1.583393e+010  1.002163e+010  6.886290e+009  5.928376e+009  1.096680e+010  1.029144e+011  7.210940e+010  4.316543e+010  2.590885e+010  2.014279e+010  1.874937e+010  1.261375e+010  8.764658e+009  7.469383e+009  2.744080e+010  4.909394e+010  5.539997e+010
  1.023854e+010  6.733558e+009  5.065086e+009  3.536603e+009  2.780011e+009  2.825441e+009  8.826326e+009  1.346793e+010  1.068085e+010  6.522313e+009  4.783422e+009  4.888340e+009  4.078280e+009  2.664845e+009  2.126938e+009  3.726315e+009  1.127665e+010  1.483536e+010
  5.584126e+008  7.537321e+008  7.125069e+008  5.403144e+008  4.662043e+008  3.799821e+008  4.607838e+008  7.602137e+008  7.343638e+008  4.584065e+008  2.169195e+008  1.451408e+008  1.148336e+008  1.233093e+008  9.273397e+007  1.200217e+008  2.412324e+008  4.523202e+008
